,Diputado,Anio,Doc,Folio,Fecha,Asesor,Detalle,Monto
583,Jorge Sabag Villalobos,2021,,,,MIGUEL ANGEL GREZ CATALÁN,"INFORME DE LAS DISCUSIONES DE LA COMISIÓN DE DESARROLLO SOCIAL DE LA CÁMARA DE DIPUTADOS, CELEBRADAS DURANTE EL MES DE ABRIL 2021",1053000
584,Jorge Sabag Villalobos,2021,,6450,27 feb 2021,MIGUEL ANGEL GREZ CATALÁN,ELABORACIÓN DE UN INFORME SOBRE LAS DISCUSIONES ABORDADAS EN LA COMISIÓN DE DESARROLLO SOCIAL DE LA CÁMARA DE DIPUTADOS DURANTE EL MES DE MAYO DE 2021,1053000
585,Jorge Sabag Villalobos,2021,,,,"CONSULTORA DE ASESORIA LEGISLATIVA, POLITICA Y JURIDICA CONSTRUYENDO FUTURO",INFORME SOBRE LO TRATADO EN COMISIÓN DE DESARROLLO SOCIAL,1053175
586,Jorge Sabag Villalobos,2021,,6463,20 apr 2021,"CONSULTORA DE ASESORIA LEGISLATIVA, POLITICA Y JURIDICA CONSTRUYENDO FUTURO","INFORME MENSUAL DE LO TRATADO EN LA COMISIÓN DE DESARROLLO SOCIAL, JULIO 2021. DOS PROYECTOS DE ACUERDO.",2106350
587,Jorge Sabag Villalobos,2021,,,,"CONSULTORA DE ASESORIA LEGISLATIVA, POLITICA Y JURIDICA CONSTRUYENDO FUTURO","DOS INFORMES: UN INFORME CON LO TRATADO EN LA COMISIÓN DE DESARROLLO SOCIAL EN EL MES DE AGOSTO Y UN PROYECTO DE ACUERDO, Y UN SEGUNDO INFORME CON LO TRATADO EN LA COMISIÓN DE DESARROLLO SOCIAL DURANTE EL MES DE SEPTIEMBRE.",2106350
588,Jorge Sabag Villalobos,2021,,6471,31 may 2021,"CONSULTORA DE ASESORIA LEGISLATIVA, POLITICA Y JURIDICA CONSTRUYENDO FUTURO","un informe mensual de lo tratado en comissión desarrollo social de la Cámara de Diputados, en los meses octubre, Noviembre y Diciembre del año 2021",3159525
589,Jorge Sabag Villalobos,2020,,,,"CONSULTORA DE ASESORIA LEGISLATIVA, POLITICA Y JURIDICA CONSTRUYENDO FUTURO",ASESORÍA MENSUAL DE TEMAS Y PROYECTOS TRATADOS EN LA COMISIÓN DE DESARROLLO SOCIAL Y PROPUESTAS DE INICIATIVAS DE LEY O PROYECTOS DE ACUERDO,3090000
590,Jorge Sabag Villalobos,2020,,,,"CONSULTORA DE ASESORIA LEGISLATIVA, POLITICA Y JURIDICA CONSTRUYENDO FUTURO","Asesoria mensual de los temas y proyectos tratados en la comisión desarrollo social, se entregará informe mensual. Si por pandemia la comisión no sesiona en un mes completo se entregará proyecto de ley o de acuerdo.",9270000
591,Jorge Sabag Villalobos,2019,,,,"CONSULTORA DE ASESORIA LEGISLATIVA, POLITICA Y JURIDICA CONSTRUYENDO FUTURO",INFORME MENSUAL DE LO TRATADO EN LA COMISIÓN DE DESARROLLO SOCIAL. (ENERO Y MARZO)INFORME FEBRERO,3090000
592,Jorge Sabag Villalobos,2019,,,,"CONSULTORA DE ASESORIA LEGISLATIVA, POLITICA Y JURIDICA CONSTRUYENDO FUTURO",INFORME MENSUAL ACERCA DE MATERIAS RELACIONADAS CON LA COMISIÓN DE DESARROLLO SOCIAL.,9270000
593,Jorge Sabag Villalobos,2018,,,,"CONSULTORA DE ASESORIA LEGISLATIVA, POLITICA Y JURIDICA CONSTRUYENDO FUTURO","ASESORÍA MENSUAL COMISIÓN DESARROLLO SOCIAL, INFORME DE LOS TRATADOS Y PROYECTOS QUE SE ESTÁN ANALIZANDO EN COMISIÓN.REDACCIÓN DE PROYECTO DE ACUERDO.",1700000
594,Jorge Sabag Villalobos,2018,,,,"CONSULTORA DE ASESORIA LEGISLATIVA, POLITICA Y JURIDICA CONSTRUYENDO FUTURO",ELABORACIÓN PROYECTO DE ACUERDO.INFORME COMISIÓN DESARROLLO SOCIAL.INFORME COMISIÓN DESARROLLO SOCIAL,2000000
595,Jorge Sabag Villalobos,2018,,5723,29 mar 2018,"CONSULTORA DE ASESORIA LEGISLATIVA, POLITICA Y JURIDICA CONSTRUYENDO FUTURO",INFORME ACERCA DE LOS PROYECTOS TRATADOS EN LA COMISIÓN DE DESARROLLO SOCIAL.,6000000
596,René Saffirio Espinoza,2018,,,,ASESORÍAS LEGISLATIVAS INTEGRALES SPA,"Trabajo de investigación sobre materias constitucionales: ""Propuestas de modificaciones a la carta fundamental, sobre principios y valores del orden constitucional de la republica",700000
597,René Saffirio Espinoza,2018,,5646,11 mar 2018,ASESORÍAS LEGISLATIVAS INTEGRALES SPA,Trabajo de investigación en materia de la infancia: Proyecto de resolución de la H. Cámara de Diputados en creación de una Comisión Nacional de Verdad y Reparación.,1000000
598,René Saffirio Espinoza,2018,,,,ASESORÍAS LEGISLATIVAS INTEGRALES SPA,1.- Minuta elaborada en base un trabajo de investigación: Situación de la Infancia en Chile. 2.- Investigación en materia de Adulto Mayor que crea la Defensoría del Adulto Mayor,2000000
599,Raúl Saldívar Auger,2021,,,,GASPAR RAMIRO ATHOS JENKINS PEÑA Y LILLO,"informes de asesoría legislativa a requerimiento del Diputado para apoyo en su labor de trabajo, Proyectos de Ley y Mociones.",8400000
600,Raúl Saldívar Auger,2020,,,,GASPAR RAMIRO ATHOS JENKINS PEÑA Y LILLO,"informes de asesoría legislativa a requerimiento del diputado para apoyo en su labor de trabajo , proyectos de ley y mociones.",2100000
601,Raúl Saldívar Auger,2020,,,,GASPAR RAMIRO ATHOS JENKINS PEÑA Y LILLO,"informes de asesoría legislativa a requerimiento del Diputado para apoyo en su labor de trabajo, proyectos de ley y mociones.",6300000
602,Raúl Saldívar Auger,2019,,,,GASPAR RAMIRO ATHOS JENKINS PEÑA Y LILLO,INFORMES EN ASESORÍA LEGISLATIVA A REQUERIMIENTO DEL DIPUTADO PARA SU LABOR DE TRABAJO PARLAMENTARIO.,2100000
603,Raúl Saldívar Auger,2019,,,,"SOCIEDAD CENTRO DE ESTUDIOS LEGISLATIVOS, ADMINISTRATIVOS, POLITICOS Y ECONOMICOS","MINUTAS COMISIONES LEGISLATIVAS, INTERVENCIONES EN SALA.",990000
604,Raúl Saldívar Auger,2019,,,,GASPAR RAMIRO ATHOS JENKINS PEÑA Y LILLO,INFORMES DE ASESORÍA LEGISLATIVA A REQUERIMIENTO DEL DIPUTADO PARA APOYO EN SU LABORDE TRABAJO PARLAMENTARIO.PROYECTOS DE LEY Y MOCIONES.,6300000
605,Raúl Saldívar Auger,2019,,6180,17 jan 2019,JUAN BRIONES BELMAR,REDACCIÓN MINUTAS SALA DE SESIONES Y COMISIONES LEGISLATIVAS.,2970000
606,Raúl Saldívar Auger,2018,,,,"SOCIEDAD CENTRO DE ESTUDIOS LEGISLATIVOS, ADMINISTRATIVOS, POLITICOS Y ECONOMICOS",REDACCIÓN MINUTAS SALA DE SESIONES Y COMISIONES LEGISLATIVAS.,300000
607,Raúl Saldívar Auger,2018,,5719,11 apr 2018,GASPAR RAMIRO ATHOS JENKINS PEÑA Y LILLO,"Asesorá en materia legislativa respecto de la siguiente materia estudio sobre las responsabilidades de las lineas de taxis colectivos , respecto de los actos y obligaciones de sus miembros.",700000
608,Raúl Saldívar Auger,2018,,,,"SOCIEDAD CENTRO DE ESTUDIOS LEGISLATIVOS, ADMINISTRATIVOS, POLITICOS Y ECONOMICOS","Minutas comisiones legislativas, intervenciones en sala de sesiones",300000
609,Raúl Saldívar Auger,2018,,5740,09 apr 2018,GASPAR RAMIRO ATHOS JENKINS PEÑA Y LILLO,"Infirme sobre revisión de la operatividad de la causal de vacancia por "" salud incompatible con el cargo"" de los empleados públicos cuando aquellos sufren una enfermedad catastrófica.",700000
610,Raúl Saldívar Auger,2018,,,,GASPAR RAMIRO ATHOS JENKINS PEÑA Y LILLO,REVISIÓN Y ACTUALIZACIÓN DE LOS REQUISITOS DE ACCESO Y EJERCICIO DEL CARGO DE JUEZ DE POLICIA LOCAL.,700000
611,Raúl Saldívar Auger,2018,,5847,01 may 2018,"SOCIEDAD CENTRO DE ESTUDIOS LEGISLATIVOS, ADMINISTRATIVOS, POLITICOS Y ECONOMICOS",MINUTAS COMISIONES LEGISLATIVAS. INTERVENCIONES EN SALA DE SESIONES.,300000
612,Raúl Saldívar Auger,2018,,,,GASPAR RAMIRO ATHOS JENKINS PEÑA Y LILLO,INFORMES EN ASESORÍA LEGISLATIVA A REQUERIMIENTO DEL DIPUTADO PARA SU LABOR EN TRABAJO PARLAMENTARIO.,4200000
613,Raúl Saldívar Auger,2018,,5849,01 may 2018,"SOCIEDAD CENTRO DE ESTUDIOS LEGISLATIVOS, ADMINISTRATIVOS, POLITICOS Y ECONOMICOS","MINUTAS COMISIONES LEGISLATIVAS, INTERVENCIONES EN SALA DE SESIONES.",1800000
614,Gustavo Sanhueza Dueñas,2021,,,,FUNDACION JAIME GUZMAN,"ASISTENCIA PRESENCIAL O TELEMÁTICA DE PROFESIONALES DEL ÁREA LEGISLATIVA DE LA FUNDACIÓN A LAS SESIONES DE LAS COMISIONES LEGISLATIVAS PERMANENTES EN QUE PARTICIPEN LOS DIPUTADOS CONTRATANTES, CON EL OBJETO DE ASESORARLOS Y APORTARLES INFORMACIÓN TÉCNICA RELEVANTE, PREPARAR MINUTAS DE ANÁLISIS Y COLABORAR EN LA REDACCIÓN DE INDICACIONES SOBRE LOS PROYECTOS DE LEY DEBATIDOS EN ESAS COMISIONES. ASÍ TAMBIÉN SE PRESTARÁ ASESORÍA TÉCNICA JURÍDICA EN LAS COMISIONES INVESTIGADORAS Y EN LOS REQUERIMIENTOS AL TRIBUNAL CONSTITUCIONAL EN QUE PARTICIPEN O QUE PRESENTEN LOS DIPUTADOS CONTRATANTES. ASIMISMO, SE REALIZARÁN MINUTAS DE CONTINGENCIA PARA EL RESPALDO TÉCNICO DE REPORTAJES EN LA PRENSA NACIONAL. ADICIONALMENTE, SE DISTRIBUIRÁ COPIA DE LOS INFORMES DENOMINADOS “RESUMEN A LA SALA”, QUE DESCRIBEN Y ANALIZAN SUCINTAMENTE LOS PRINCIPALES PROYECTOS DE LEY QUE SEAN PUESTOS EN TABLA PARA SU VOTACIÓN EN LA SALA DE LA CÁMARA, A TODOS LOS DIPUTADOS CONTRATANTES.",6000000
615,Gustavo Sanhueza Dueñas,2020,,,,FUNDACION JAIME GUZMAN,"""RESUMEN A LA SALA"" (ENERO)INFORMES Y MINUTAS RELATIVAS A LA AGENDA SOCIAL Y CONSTITUCIONAL ACTUALMENTE EN TRAMITACIÓN EN EL PARLAMENTO. (FEBRERO)",1000000
616,Gustavo Sanhueza Dueñas,2020,,,,FUNDACION JAIME GUZMAN,RESUMEN A LA SALA,5000000
617,Gustavo Sanhueza Dueñas,2019,,,,FUNDACION JAIME GUZMAN,RESUMEN A LA SALA.BREVE ANÁLISIS Y SUGERENCIA DE VOTACIÓN DE LOS PROYECTOS DE RESOLUCIÓN QUE SE PRESENTAN EN LA SALA DE LA CÁMARA DE DIPUTADOS.ASESORÍA PRESENCIAL EN LAS COMISIONES EN LAS QUE EL SOLICITANTE PARTICIPA.,500000
618,Gustavo Sanhueza Dueñas,2019,,6221,09 jan 2019,FUNDACION JAIME GUZMAN,"""RESUMEN A LA SALA""",5000000
619,Gustavo Sanhueza Dueñas,2018,,,,FUNDACION JAIME GUZMAN,INFORME SOBRE PROYECTO DE LEY QUE INCORPORA UNA MEDIDA CAUTELAR ESPECIAL EN FAVOR DE LAS VÍCTIMAS DE VIOLENCIA INTRAFAMILIAR.,500000
620,Gustavo Sanhueza Dueñas,2018,,5648,16 mar 2018,FUNDACION JAIME GUZMAN,"""RESUMEN A LA SALA""",500000
621,Gustavo Sanhueza Dueñas,2018,,,,FUNDACION JAIME GUZMAN,RESUMEN A LA SALA,1000000
622,Gustavo Sanhueza Dueñas,2018,,5801,19 apr 2018,FUNDACION JAIME GUZMAN,INFORMES RESUMEN A LA SALA,3000000
623,Juan Santana Castillo,2020,,,,HERMES ORTEGA JARA,"Enero 2020: Elaboración de agenda legislativa semanal, preparación de minutas para Comisiones de Educación, Minería y Energía y Bomberos, entre otras; propuestas de proyectos de ley e indicaciones; intervenciones en sala; proyectos de acuerdo y otros insumos de apoyo a la labor parlamentaria, que sean requeridos. Febrero 2020: Elaboración de propuestas de proyectos de ley que conformarán el trabajo lesgislativo del año 2020",1500000
624,Juan Santana Castillo,2019,,,,HERMES ORTEGA JARA,"Elaboración de agenda legislativa semanal, preparación de minutas para Comisiones de Educación, Minería y Energía y Bomberos, entre otras; propuestas de proyectos de ley e indicaciones; intervenciones en sala; proyectos de acuerdo y otros insumos de apoyo a la labor parlamentaria, que sean requeridos.",3090000
625,Juan Santana Castillo,2019,,,,HERMES ORTEGA JARA,"ELABORACIÓN DE AGENDA LEGISLATIVA SEMANAL.PREPARACIÓN DE MINUTAS PARA COMISIONES DE EDUCACIÓN, MINERÍA Y ENERGÍA Y BOMBEROS, ENTRE OTRAS.PROPUESTAS DE PROYECTOS DE LEY E INDICACIONES.INTERVENCIONES EN SALA.PROYECTOS DE ACUERDO.OTROS INSUMOS DE APOYO A LA LABOR PARLAMENTARIA.",2250000
626,Juan Santana Castillo,2019,,,,HERMES ORTEGA JARA,"Elaboración de agenda legislativa semanal, preparación de minutas para Comisiones de Educación, Minería y Energía y Bomberos, entre otras; propuestas de proyectos de ley e indicaciones; intervenciones en sala; proyectos de acuerdo y otros insumos de apoyo a la labor parlamentaria, que sean requeridos.",2250000
627,Juan Santana Castillo,2019,,6185,01 jan 2019,HERMES ORTEGA JARA,"Elaboración de agenda legislativa semanal, preparación de minutas para Comisiones de Educación, Minería y Energía y Bomberos, entre otras; propuestas de proyectos de ley e indicaciones; intervenciones en Sala; proyectos de acuerdo y otros insumos de apoyo a la labor parlamentaria, que sean requeridos.",2250000
628,Juan Santana Castillo,2018,,,,HERMES ORTEGA JARA,"Elaboración de agenda legislativa semana, preparación de minutas para Comisiones de Educación, Minería y Energía y Bomberos, entre otras; propuestas de proyectos de ley e indicaciones; intervenciones en sala; proyectos de acuerdo y otros insumos de apoyo a la labor parlamentaria, que sean requeridos.",1000000
629,Juan Santana Castillo,2018,,5751,01 apr 2018,HERMES ORTEGA JARA,"ELABORACIÓN DE AGENDA LEGISLATIVA SEMANAL, PREPARACIÓN DE MINUTAS PARA COMISIONES DE EDUCACIÓN, MINERÍA Y ENERGÍA Y BOMBEROS, ENTRE OTRAS; PROPUESTAS DE PROYECTOS DE LEY E INDICACIONES; INTERVENCIONES EN SALA; PROYECTOS DE ACUERDO Y OTROS INSUMOS DE APOYO A LA LABOR PARLAMENTARIA, QUE SEAN REQUERIDOS.",1000000
630,Juan Santana Castillo,2018,,,,HERMES ORTEGA JARA,"Elaboración de agenda legislativa semanal, preparación de minutas para Comisiones de Educación, Minería y Energía y Bomberos, entre otras; propuestas de proyectos de ley e indicaciones; intervenciones en sala; proyectos de acuerdo y otros insumos de apoyo a la albor parlamentaria, que sean requeridos.",1000000
631,Juan Santana Castillo,2018,,5846,01 may 2018,HERMES ORTEGA JARA,"ELABORACIÓN DE AGENDA LEGISLATIVA SEMANAL, PREPARACIÓN DE MINUTAS PARA COMISIONES DE EDUCACIÓN, MINERÍA Y ENERGÍA Y BOMBEROS, ENTRE OTRAS; PROPUESTAS DE PROYECTOS DE LEY E INDICACIONES; INTERVENCIONES EN SALA; PROYECTOS DE ACUERDO Y OTROS INSUMOS DE APOYO A LA LABOR PARLAMENTARIA, QUE SEAN REQUERIDOS.",1000000
632,Juan Santana Castillo,2018,,,,HERMES ORTEGA JARA,"ELABORACIÓN DE AGENDA LEGISLATIVA SEMANAL.PREPARACIÓN DE MINUTAS PARA COMISIONES DE EDUCACIÓN, MINERÍA Y ENERGÍA Y BOMBEROS, ENTRE OTRAS.PROPUESTAS DE PROYECTOS DE LEY E INDICACIONES.INTERVENCIONES EN SALA, PROYECTOS DE ACUERDO Y OTROS INSUMOS DE APOYO A LA LABOR PARLAMENTARIA, QUE SEAN REQUERIDOS.",1000000
633,Juan Santana Castillo,2018,,5942,01 jun 2018,HERMES ORTEGA JARA,"Elaboración de agenda legislativa semanal, preparación de minutas para Comisiones de Educación, Minería y Energía y Bomberos, entre otras; propuestas de proyectos de ley e indicaciones; intervenciones en sala; proyectos de acuerdo y otros insumos de apoyo a la labor parlamentaria, que sean requeridos.",1000000
634,Juan Santana Castillo,2018,,,,HERMES ORTEGA JARA,"ELABORACIÓN DE AGENDA LEGISLATIVA SEMANAL.PREPARACIÓN DE MINUTAS PARA COMISIONES DE EDUCACIÓN, MINERÍA Y ENERGÍA Y BOMBEROS, ENTRE OTRAS.PROPUESTAS DE PROYECTOS DE LEY E INDICACIONES.INTERVENCIONES EN SALA.PROYECTOS DE ACUERDO.OTROS INSUMOS DE APOYO A LA LABOR PARLAMENTARIA, QUE SEAN REQUERIDOS",1000000
635,Juan Santana Castillo,2018,,6029,17 jul 2018,HERMES ORTEGA JARA,"Elaboración de agenda legislativa semanal, preparación de minutas para Comisiones de Educación, Minería y Energía y Bomberos, entre otras; propuestas de proyectos de ley e indicaciones; intervenciones en sala; proyectos de acuerdo y otros insumos de apoyo a la labor parlamentaria, que sean requeridos.",2000000
636,Alejandro Santana Tirachini,2018,,,,INSTITUTO LIBERTAD,PRESENTACIÓN TITULADA: ¿EXISTEN POLÍTICAS PÚBLICAS REGIONALES Y LOCALES?RESEÑA BIBLIOGRÁFICA AUTORES VINCULADOS A POLÍTICAS PÚBLICAS.,500000
637,Marisela Santibáñez Novoa,2018,,,,GONZALO MIGUEL VALENZUELA OYARZO,Informe de estado de situación del Vertedero Santa Marta,1000000
638,Marisela Santibáñez Novoa,2018,,5817,23 apr 2018,GONZALO MIGUEL VALENZUELA OYARZO,INFORME SOBRE PROYECTO DE LEY DE RESPETO CALLEJERO EN CHILE.,1000000
639,Diego Schalper Sepúlveda,2018,,,,GONZALO MIGUEL VIDAL SANTORO,ELABORACIÓN DE DISCURSOS E INTERVENCIONES.ELABORACIÓN DE PROYECTOS DE LEY.ELABORACIÓN DE MINUTAS E INCIDENTES.ASESORÍA DEN REUNIONES DE TRABAJO CON DIPUTADO.,3000000
640,Marcelo Schilling Rodríguez,2018,,,,NICOLAS DE LA CERDA COYA,"Ley 20.840, sus resultados y efectos en materias de participación y representación en el distrito 6.",700000
641,Marcelo Schilling Rodríguez,2018,,5671,11 mar 2018,FELIPE ANDRÉS OLIVARES ALVARO,"""Discusión teórica en torno a la concepción de la participación política"" En el presente estudio pretendemos salirnos de los análisis clásicos que comprenden la participación política a través de la sola actividad electoral y partidaria, para ampliar la discusión y el alcance del involucramiento ciudadano, en lo que se define hoy como participación política. Dicho de otra manera, en un contexto de crisis de participación electoral y partidaria, nos preguntaremos sobre la plasticidad y variedad de formas de acciones ciudadanas que están emergiendo, y no están siendo reconocidas o consideradas, como formas de participación política. Que las personas no se presenten en las urnas o que no adhieran a los partidos políticos, no significa que hay un declive de participación política, sino mas bien, dice relación al declive de formas bien precisas que ya no son dominantes en nuestra época. Hay momentos en la historia donde puede existir una evolución, una inversión o una re-invención de una",1000000
642,Marcelo Schilling Rodríguez,2018,,,,FELIPE ANDRÉS OLIVARES ALVARO,"Título: Retos para luchar contra las desigualdades y la violencia de género en Chile. Objetivos: Describir el contexto social e institucional en los temas de violencia y discriminación de género en Chile, para en un segundo tiempo analizar cuales serian los proyectos de ley existentes hoy en el parlamento y que se deberían priorizar dado su impacto a corto plazo.",1000000
643,Marcelo Schilling Rodríguez,2018,,5845,01 may 2018,FELIPE ANDRÉS OLIVARES ALVARO,"Título de la investigación: Inaplicabilidad de ley antiterrorista a los pueblos originarios. Objetivos: A partir de la descripción y comprensión de la ley antiterrorista, su alcance restrictivo y excepcional, se argumentará la necesidad de dar suma urgencia al proyecto de derogación de la ley antiterrorista. Como lo declara A.P. Schimin y el derecho internacional: se deben considerar delitos terroristas aquellos que «equivalen a crímenes de guerra en tiempos de paz». Sus formas fundamentales incluyen los ataques deliberados contra civiles, la toma de rehenes y el asesinato de prisioneros.",1000000
644,Marcelo Schilling Rodríguez,2018,,,,FELIPE ANDRÉS OLIVARES ALVARO,"Título: Análisis crítico del Acuerdo Nacional por la Seguridad Pública. Objetivo: En julio de 2018, resultado de la mesa de trabajo por la seguridad pública, el Presidente Sebastián Piñera publicó el documento denominado “Acuerdo Nacional por la Seguridad Pública”. El escrito dice presentar 150 propuestas para abordar la temática de la seguridad pública separadas en cinco áreas diversas. El presente informe intenta realizar una lectura crítica del documento, verificar la real aplicabilidad y pertinencia de las propuestas, y constatar, efectivamente, si son 150 iniciativas concretas.",1000000
645,Marcelo Schilling Rodríguez,2018,,5948,01 jun 2018,FELIPE ANDRÉS OLIVARES ALVARO,Análisis del financiamiento de las Fuerzas Armadas,1000000
646,Alejandra Sepúlveda Orbenes,2018,,,,FRANCISCO JAVIER GÓMEZ CARRASCO,"ASESORÍA COMUNICACIONAL Y DE INVESTIGACIÓN PERIODÍSTICA DEL MATERIAL DE PRENSA Y LEGISLATIVO EN MEDIOS DE COMUNICACIÓN Y REDES SOCIALES, SOBRE MATERIAS DE TRABAJO PARLAMENTARIO CON ÉNFASIS EN SUS ÁREAS DE INTERÉS.",1700000
647,Alejandra Sepúlveda Orbenes,2018,,,,FRANCISCO JAVIER GÓMEZ CARRASCO,"ASESORÍA COMUNICACIONAL Y DE INVESTIGACIÓN PERIODÍSTICA DEL MATERIAL DE PRENSA Y LEGISLATIVO EN MEDIOS DE COMUNICACIÓN Y REDES SOCIALES, SOBRE MATERIAS DE TRABAJO PARLAMENTARIO CON ÉNFASIS EN SUS ÁREAS DE INTERÉS.",1000000
648,Alejandra Sepúlveda Orbenes,2018,,5698,04 apr 2018,FRANCISCO JAVIER GÓMEZ CARRASCO,ASESORÍA COMUNICACIONAL Y DE INVESTIGACIÓN PERIODÍSTICA DE MATERIAL DE PRENSA Y LEGISLATIVO EN MEDIOS DE COMUNICACIÓN Y REDES SOCIALES SOBRE MATERIAS DE TRABAJO PARLAMENTARIO CON ÉNFASIS EN SUS ÁREAS DE INTERNET.,1000000
649,Alexis Sepúlveda Soto,2018,,,,CONSULTORÍAS COGITARI SPA,ESTUDIO DE ESTRUCTURA TARIFARIA DE EMPRESAS SANITARIAS Y EL COBRO DE ALCANTARILLADO COMO COSTO VARIABLE.,3200000
650,Gabriel Silber Romo,2018,,,,JUAN CLAUDIO REYES SALDÍAS,ASESORIA POLITICA,700000
651,Gabriel Silber Romo,2018,,5657,11 mar 2018,JUAN CLAUDIO REYES SALDÍAS,"APOYO EN INTERVENCIONES, PROYECTOS DE ACUERDO Y REFLEXIÓN POLÍTICA.",1300000
652,Gabriel Silber Romo,2018,,,,JUAN CLAUDIO REYES SALDÍAS,"APOYO EN INTERVENCIONES, PROYECTOS DE ACUERDO Y REFLEXIÓN POLÍTICA.",1700000
653,Leonardo Soto Ferrada,2020,,,,HERMES ORTEGA JARA,"Enero 2020: Preparación de minutas para Comisión de Constitución, Legislación, Justicia y Reglamento, entre otras; propuestas de proyectos de ley e indicaciones; proyectos de acuerdo; intervenciones en salas; y otros insumos de apoyo a la labor parlamentaria, que sean solicitados. Febrero 2020: Elaboración de propuestas de proyectos de ley que conformarán el trabajo legislativo del año 2020.",1500000
654,Leonardo Soto Ferrada,2020,,,,PAULIN ANDREA SILVA HEREDIA,asesoramiento jurídico - legislativo y de apoyo a la labor parlamentaria,3000000
655,Leonardo Soto Ferrada,2020,,6374,01 jan 2020,PAULIN ANDREA SILVA HEREDIA,Asesoramiento jurídico - legislativo y de apoyo a la labor parlamentaria,3000000
656,Leonardo Soto Ferrada,2019,,,,HERMES ORTEGA JARA,"Preparación de minutas para Comisión Constitución, Legislación, Justicia y Reglamento, entre otras; propuestas de proyectos de ley e indicaciones; proyectos de acuerdo; intervenciones en sala; y otros insumos de apoyo a la labor parlamentaria, que sean solicitados.",2250000
657,Leonardo Soto Ferrada,2019,,,,HERMES ORTEGA JARA,"PREPARACIÓN DE MINUTAS PARA COMISIÓN CONSTITUCIÓN, LEGISLACIÓN, JUSTICIA Y REGLAMENTO, ENTRE OTRAS.PROPUESTAS DE PROYECTOS DE LEY E INDICACIONES.PROYECTOS DE ACUERDO.INTERVENCIONES EN SALA.OTROS INSUMOS DE APOYO",2250000
658,Leonardo Soto Ferrada,2019,,,,HERMES ORTEGA JARA,"Preparación de minutas para Comisión Constitución, Legislación, Justicia y Reglamento, entre otras; propuestas de proyectos de ley e indicaciones; proyectos de acuerdo; intervenciones en sala; y otros insumos de apoyo a la labor parlamentaria, que sean solicitados.",2250000
659,Leonardo Soto Ferrada,2019,,6184,01 jan 2019,HERMES ORTEGA JARA,"Preparación de minutas para comisión Constitución, Legislación, Justicia y Reglamento, entre otras; propuestas de proyectos de ley e indicaciones; proyectos de acuerdo; intervenciones en Sala; y otros insumos de apoyo a la labor parlamentaria, que sean solicitados.",2250000
660,Leonardo Soto Ferrada,2018,,,,FRANCO ELI PARDO CARVALLO,"Investigación de materias propias de la labor parlamentaria del Diputado, propuestas y redacción de oficios de fiscalización.",700000
661,Leonardo Soto Ferrada,2018,,5684,20 mar 2018,HERMES ORTEGA JARA,"Preparación de minutas para Comisión de Constitución, Legislación, Justicia y Reglamento, entre otras; propuestas de proyectos de ley e indicaciones; proyectos de acuerdo; intervenciones en Sala; y otros insumos de apoyo a la labor parlamentaria, que sean solicitados.",750000
662,Leonardo Soto Ferrada,2018,,,,HERMES ORTEGA JARA,"PREPARACIÓN DE MINUTAS PARA COMISIÓN CONSTITUCIÓN, LEGISLACIÓN, JUSTICIA Y REGLAMENTO, ENTRE OTRAS; PROPUESTAS DE PROYECTOS DE LEY E INDICACIONES; PROYECTOS DE ACUERDO; INTERVENCIONES EN SALA; Y OTROS INSUMOS DE APOYO A LA LABOR PARLAMENTARIA, QUE SEAN SOLICITADOS.",750000
663,Leonardo Soto Ferrada,2018,,5752,01 apr 2018,HERMES ORTEGA JARA,"Preparación de minutas para Comisión Constitución, Legislación, Justicia y Reglamento, entre otras; propuestas de proyectos de ley e indicaciones; proyectos de acuerdo; intervenciones en sala; y otros insumos de apoyo a la labor parlamentaria, que sean solicitados.",750000
664,Leonardo Soto Ferrada,2018,,,,HERMES ORTEGA JARA,"PREPARACIÓN DE MINUTAS PARA COMISIÓN CONSTITUCIÓN, LEGISLACIÓN, JUSTICIA Y REGLAMENTO, ENTRE OTRAS; PROPUESTA DE PROYECTOS DE LEY E INDICACIONES; PROYECTOS DE ACUERDO; INTERVENCIONES EN SALA; Y OTROS INSUMOS DE APOYO A LA LABOR PARLAMENTARIA, QUE SEAN SOLICITADOS.",1500000
665,Leonardo Soto Ferrada,2018,,5841,01 may 2018,HERMES ORTEGA JARA,"Preparación de minutas para comisión de Constitución, Legislación, Justicia y Reglamento, entre otras; propuesta de proyectos de ley e indicaciones; proyectos de acuerdo; intervenciones en sala; y otros insumos de apoyo a la labor parlamentaria, que sean solicitados.",750000
666,Leonardo Soto Ferrada,2018,,,,HERMES ORTEGA JARA,"Preparación de minutas para Comisión Constitución, Legislación, Justicia y Reglamento, entre otras; propuestas de proyectos de ley e indicaciones; proyectos de acuerdo; intervenciones en sala; y otros insumos de apoyo a la labor parlamentaria, que sean solicitados.",1500000
